purchase_time,customer_id,product_id,purchase_id,quantity,price
2017-09-25T02:05:06,423838009127,IM0757,UYZEYNAX5TSPFCT,2,43.78
2017-09-06T21:54:42,308117874081,UT6175,IQAQUA8CU6XJW2W,1,59.33
2017-09-21T20:02:28,081282499771,JW6364,HUYULP3BTUB3ZA5,3,44.86
2017-10-03T02:36:25,778012312486,KY7646,WZV7U5R4XU38VPS,3,47.67
2017-09-13T02:47:59,284355831608,ME1103,YOI420B52N9ZMLN,3,64.81
2017-09-23T16:13:55,225679045872,DP5330,W50P8IK0VWV7JV0,3,65.74
2017-09-12T19:55:05,383088644406,LB8208,IB4R0OH4M3WKOAJ,3,59.98
2017-09-15T06:20:25,442828261767,SB7440,7XV4Z5DMCIKTVBL,2,65.53
2017-09-28T09:16:40,910002534068,EW1449,VXB62WF3IYO6HNK,2,58.79
2017-09-15T16:25:41,649746896350,CL9715,2HAAD9NL1I8PJR9,1,54.4
2017-09-12T21:53:35,081282499771,SR9110,5FD8OZ28VI73HRH,2,64.35
2017-09-05T09:18:06,496698535823,EZ4737,RV4HRNT5G50NLNH,3,32.36
2017-09-10T12:43:40,833612351173,HK5180,8E3M3DEF0P30JQ0,2,33.15
2017-09-28T20:25:15,890860000175,NF3246,BT8WRFOSP2BKPTX,1,65.6
2017-09-25T06:32:54,861762119264,JJ3259,AA23ZIUAWY5KPVO,2,44.24
2017-09-14T03:18:12,442828261767,JI1594,VA3HC8HPO6JMYWG,2,36.04
2017-09-20T02:10:41,496698535823,FO3170,I7J3HRO4ZAJ7MR4,3,50.64
2017-09-19T08:34:26,964788120560,OA7490,TCMGJQNPYSE4L2O,2,68.62
2017-09-11T13:02:16,199414226009,EC4030,9DAL9ZT97HXM2W3,3,52.38
2017-09-14T19:51:25,906975805017,GB5209,HFHUOO75PUL07DW,2,40.81
2017-09-16T05:04:02,318317138324,HH3232,YSHAKULTG7KSON2,2,68.68
2017-09-18T17:50:11,989444906945,YD3671,62SXEDFB3LVLNUM,1,51.9
2017-09-07T00:45:04,127521650320,RF3663,P65W4NWPLYPR1MR,1,67.38
2017-09-08T00:36:25,446335720251,EW1449,NUJW8KTLZI15KB4,2,58.79
2017-09-11T07:15:47,052137925696,WV5332,TF1WSU12UTYZGOQ,3,49.67
2017-10-01T15:40:44,204332900262,EW1449,EROOFT5VYI1ICHK,1,58.79
2017-09-25T09:57:11,006179236214,ST0034,HWJH9JUZ38XCLUW,3,58.42
2017-09-20T12:54:50,032015467438,LB8208,Q1RHV8TO8N4IYEK,1,59.98
2017-09-06T17:17:15,657613013203,HH3232,BAGZA8IUNI92AMO,1,68.68
2017-09-15T12:40:19,349724190883,ID8399,8S3Z2L3LXJ6OJVK,1,68.25
2017-09-14T00:23:09,377941131708,LK8126,GYS0Y682PI2C7X6,2,46.52
2017-09-14T11:36:14,361602912137,WY7574,48HU0X7K7J7YN1V,3,53.22
2017-10-01T16:55:23,150060337112,FI4075,VGP2V1FBEOZWBG9,3,34.52
2017-10-01T00:00:45,351365824933,EC4030,JILW1AWYMFCMT1D,2,52.38
2017-09-18T08:20:59,368408874595,YD3671,N4HD6LRI8ZPU271,3,51.9
2017-10-02T10:13:42,635509485471,ZG1164,3MAMOM5CPOAG8TK,3,43.7
2017-09-12T14:41:23,427141405275,LS8344,P2K499ID565M7J1,1,37.38
2017-09-30T08:31:13,106011912663,YI9242,8HUO2F1UL67736U,2,64.35
2017-09-30T03:07:45,700202908699,FR5215,RLS03JKZ0EJBPE9,3,65.42
2017-09-07T01:50:03,355978086986,OS5240,M8NHFNCDQBV5YU1,2,59.24
2017-09-10T00:25:52,676341273006,BM7773,AA7SXQ0IBNZBTMJ,1,64.17
2017-09-29T18:33:11,435795848953,PS7878,AZTT5CA6W4RBMO1,1,67.21
2017-09-06T10:08:56,095718367259,GW5615,6YFAYGISPLGEJBY,2,51.2
2017-09-07T00:45:04,127521650320,RJ0387,P65W4NWPLYPR1MR,3,56.77
2017-09-18T09:28:48,761111412092,EY7717,YKIOVG8R2CQ3GWX,1,64.14
2017-09-14T09:13:50,623552334191,WV5332,S8ZT6JGJQP9CHM8,3,49.67
2017-09-12T20:30:15,860403351760,FD5435,3R2FWJLXP8IIQSG,1,66.58
2017-09-22T03:21:12,675860669623,HK5180,2LPMLGHXDVY04VP,3,33.15
2017-09-19T16:13:02,999772883459,PS7878,I9GQH61AX4ZZJS2,1,67.21
2017-09-27T12:12:52,332415491790,XK6095,ON70BI3PAJUNH2S,3,64.76
2017-10-01T11:24:08,331576173806,ZQ7341,HL8V2I6MB5DGJ2M,2,38.23
2017-09-25T05:08:39,710517012101,EP5188,P308WV6NOKZTJB2,1,67.5
2017-09-09T20:59:43,479280184241,KR0205,DLM2P5I95OKKQVG,1,44.03
2017-09-03T18:01:59,005788027822,HX7791,XMCKGWSOF3UFUL6,1,47.07
2017-09-18T00:08:53,683587931424,OS4421,7NFBK7ZJGUHX1KH,1,38.18
2017-09-05T21:29:58,399049121509,YD3671,CTX4PW523MAQU4R,2,51.9
2017-09-24T10:19:59,335597127806,LQ2354,JVEQ4YBUZC1TH6Y,2,57.61
2017-09-06T10:07:47,806519580796,IM0757,5AVKRXYKHWVZM1C,1,43.78
2017-09-25T10:32:28,284355831608,EY7717,21CL4QFQLKR1QZS,2,64.14
2017-09-04T19:08:09,127521650320,LS8344,W2Y8GT2VENRA5R3,1,37.38
2017-09-27T17:42:35,867356415604,OT9102,UFBMEEF7GXSMNN5,1,55.25
2017-09-15T10:15:17,507321286140,MF6596,0WNEAK0KIHP99RO,2,49.53
2017-09-27T18:17:55,888637897441,JJ3259,D7CU43XTBCV9DPV,3,44.24
2017-09-05T13:07:33,845808988965,JK9507,0RTY932D7WN0X21,1,47.9
2017-09-15T16:36:12,988217640464,OA7490,7LLFM1OGFUCJNT2,1,68.62
2017-09-21T13:05:43,483258183665,LK8126,HO3WYYG981MK2U0,3,46.52
2017-10-01T08:00:13,657613013203,GW5615,QXR6XSGGANJMQ8Y,1,51.2
2017-09-23T16:04:07,799274261847,ZW7742,FF9ZDD8BHFXOQLU,3,41.57
2017-09-21T07:17:46,332084663292,OQ8082,BK6BV82DB1MBK4A,3,48.31
2017-09-28T03:07:00,095197017578,BM7773,0WPGCSBZ8Q68TRF,2,64.17
2017-10-01T21:27:21,605046326128,FR5215,F4AD9FSLCUAX8BZ,3,65.42
2017-09-14T20:08:07,029917702568,JZ1785,4UHVWBJ8I77J1GU,1,37.79
2017-09-30T17:07:01,449234111080,EP5188,J8K3F3QDZ0SBE50,2,67.5
2017-09-08T05:45:17,030862134510,XK6095,F3DFEULBG9QT8BV,3,64.76
2017-09-05T08:04:18,602574428404,VT4737,2XFIIKQCCEJXZ6K,2,62.56
2017-09-28T21:27:09,875299565126,ZE3920,CXONW2HTULUI60S,3,46.05
2017-09-10T03:49:52,830543680287,JK9507,VZ6TDNSD7KHSA4N,3,47.9
2017-09-27T04:12:15,658174335211,VJ1108,2SECBAQDGVURMA7,3,50.58
2017-09-20T01:53:23,084201311059,BW7545,BPR4LVWWRLAE79I,3,67.99
2017-09-28T17:54:51,161479886526,GW5615,7T7EZ5BE9I537XN,2,51.2
2017-09-09T22:56:26,296650269594,ZG1164,AYXYB1IAJBZAMES,2,43.7
2017-09-09T21:45:07,457802675150,EY7717,GOB3DD094NWTLYG,2,64.14
2017-09-04T12:09:08,436220808504,LB8208,VWABNX5QOAXCAEV,2,59.98
2017-09-16T12:01:41,842160608598,VY9109,S7H65XEVBRSY4D7,2,48.35
2017-09-20T23:12:33,354026762877,BW7545,MXWYGV7ZK9MUC8Q,1,67.99
2017-09-21T00:06:48,373715855774,HX7791,I3P3EVADS4LVI9O,3,47.07
2017-09-25T13:04:02,213592412427,FI4075,NPZX046A19QV0O3,1,34.52
2017-09-03T22:20:21,484047741527,GH4911,P23NZPWA2QWRZIT,2,43.28
2017-09-30T19:17:49,133103024309,AV8093,7YTDEU34X609LK7,1,65.86
2017-09-14T07:38:20,258453523277,KR0205,JZ3V39P6G839J8B,1,44.03
2017-09-08T05:36:18,670848849608,FD5435,FJ9R5EU0FTPXZAA,2,66.58
2017-09-05T13:53:46,296650269594,TJ8799,D7LEK7VZIM7STP2,2,66.58
2017-09-06T22:46:28,084201311059,JI1594,M62HLPMJF8H5ON9,1,36.04
2017-09-12T17:01:05,095197017578,UE1971,QIZAKX6P980N96V,2,50.8
2017-09-11T18:00:48,207972971530,JA4855,KEHV4AJ8W0C8A09,2,48.81
2017-09-08T19:58:46,351916322941,XK6095,BPUA40NSIO8YQY5,1,64.76
2017-09-08T01:07:03,828465735383,AV8093,LR9JQVZV2AP57J5,1,65.86
2017-09-12T15:14:24,308117874081,TB0593,5G5GWDVWFRPSU4S,2,51.17
2017-09-30T09:10:16,013233116162,GH4911,PDJCJBKSK5QY3QQ,1,43.28
2017-09-27T12:27:26,640776228861,UN1149,VQQWTG5XL4TT4S7,3,65.36
2017-10-03T00:19:22,335597127806,WY7574,WW44NRG9JWYDFM0,1,53.22
2017-09-24T06:49:09,698093781421,SY4934,2FKFY65AJU780YR,1,48.69
2017-09-04T01:33:31,204332900262,SR9110,1X9XBCVGC8N1IIO,3,64.35
2017-09-15T22:58:32,384012421047,EZ4737,MTK20CVA5VJSB81,2,32.36
2017-09-20T00:05:57,835713573266,HM2203,T12E9TCYWTMBMXA,2,48.04
2017-09-13T06:10:53,642248747324,EW1449,WJU03J99NQLTJPG,2,58.79
2017-10-03T12:48:27,349724190883,AV8093,IK9B7DXIZM1T2JV,1,65.86
2017-09-08T12:01:37,885056634065,MG6820,RTTPCPTXIHBWDOY,3,55.42
2017-09-16T22:36:08,910614266504,PI2842,YZA730YHGE2UPXH,3,41.95
2017-09-23T02:48:43,133103024309,BW7545,RU8XIUU9PLI4CGJ,2,67.99
2017-10-02T15:10:52,905126315548,KY7646,XLJV5WD9U8GL1G3,3,47.67
2017-09-10T10:51:16,304300816225,HC0543,23RW0C2L4SNXAE3,1,51.42
2017-09-09T02:12:37,799274261847,FX7560,84VVIH5UDDXKKQ1,3,38.58
2017-09-05T08:42:35,496698535823,EP5188,3TVQ6NLFNEZ0Z9C,2,67.5
2017-09-08T01:34:57,196921923117,LS8344,PLB9TP691AY3JWD,3,37.38
2017-09-17T09:41:04,465927458536,MG6820,7T6D0OZZKFQUN1D,3,55.42
2017-09-19T13:56:01,301281566059,SY4934,5WHAMH5V9WQ84L1,3,48.69
2017-09-18T03:35:56,706737134784,FD5435,N3R308H8VX9VY4M,2,66.58
2017-09-25T10:22:58,032015467438,SR9110,AP434E4MBN5E13Z,2,64.35
2017-10-01T17:03:43,480152247102,AI7799,9H6XANA63MSA8GZ,2,39.69
2017-09-30T03:01:41,258453523277,JI1594,A97FKRESAYZW6OV,3,36.04
2017-09-06T12:18:12,423838009127,MF6596,5O9E60U7PW3QCH7,1,49.53
2017-09-14T00:27:25,843144213630,OT9102,GK8CXIKMDULBHSK,2,55.25
2017-09-06T06:23:59,318317138324,IM0757,ILMKPGT2T3JZ4UB,2,43.78
2017-09-18T03:17:38,843144213630,ZE5656,7ZBVQ032KTNONPT,2,59.86
2017-09-09T19:07:02,165418261087,FX7560,P9ZN5M40MHUTE2R,2,38.58
2017-09-15T20:01:09,207972971530,GB5209,00U8UIV58157AH4,1,40.81
2017-09-13T06:22:13,837779515293,WV5332,ACWGY4WNS75WB0G,3,49.67
2017-09-15T12:01:09,377941131708,CH5789,V0NR4SFQJ474RWS,1,51.48
2017-09-07T07:30:02,483258183665,EZ4737,1XQUYPRYP4QOP4N,3,32.36
2017-09-22T03:00:46,318317138324,KY7646,O2TNXY8NTEDUOPC,1,47.67
2017-09-25T03:43:52,507321286140,IM0757,LSQWMZSWGXQO9WW,1,43.78
2017-09-27T18:25:06,479902607934,FI4075,XWHUAGRMV9EBSP4,3,34.52
2017-10-01T22:44:20,927904992889,ZX7085,W9O209DTIZNXCMF,1,43.63
2017-09-05T11:23:32,783429216091,SR9110,8WKBYD2Z4IEK7GA,3,64.35
2017-09-16T21:23:43,479280184241,KC6206,0Q1H7XR3TGZDBCI,3,37.65
2017-09-24T03:02:02,927904992889,CH5789,531EW15ZH365IV1,2,51.48
2017-09-04T20:35:42,442828261767,LT6983,DSWUJMRAQ4WZ4KP,2,32.0
2017-09-09T20:21:50,964870533723,SY4934,V9R6FN6JMSHSIQG,1,48.69
2017-09-28T21:38:44,436090165206,VT4737,K1QU5ADABI2OP0I,1,62.56
2017-09-22T21:58:10,435795848953,ND3603,DC7SYZN7LLDH7R8,2,44.44
2017-09-18T20:25:06,133837210843,EC4030,09Q551WN7R1CHYQ,1,52.38
2017-09-04T14:38:08,250230042420,ZX7085,GWV9Y3P5LN1PNOZ,2,43.63
2017-09-28T00:34:16,484649370146,BW7545,F1DBZ8TBCY0UJ72,2,67.99
2017-09-06T14:49:35,484649370146,WY7574,O7FH216OCRULLZB,3,53.22
2017-09-12T04:41:40,335597127806,SY4934,ZHQ9PKJX2EXNO3Q,2,48.69
2017-09-05T01:44:53,436220808504,ND3603,CTO1XOI0PE4STJP,1,44.44
2017-09-04T18:21:30,705564706998,WV5332,WN8E8TPDNCFYGRR,1,49.67
2017-09-20T00:40:49,649212119411,JZ1785,TTVEPYYZRF23QQK,3,37.79
2017-09-04T06:34:19,441424704829,IM0757,Y47ENUUNOGR2YJP,2,43.78
2017-09-06T22:32:16,017213322556,IW7612,EFRYLE0NANCAQHH,1,60.77
2017-09-11T19:25:11,480152247102,KY7646,MS5GDKT154G1JV4,3,47.67
2017-09-22T03:03:18,484564378220,FD5435,DO1KV6GJPDW70NP,1,66.58
2017-09-16T15:03:36,507321286140,SY4934,LA4UZG17QPDRINI,3,48.69
2017-09-13T18:06:28,595614141162,CH5789,28BYIM5HKLBHGIP,2,51.48
2017-09-21T07:09:59,480152247102,PS7878,1UZ9YM8Y0JFHJUJ,3,67.21
2017-09-16T22:42:44,919527728162,GB5209,YTG06SKHAL2O5ZA,2,40.81
2017-09-28T01:03:35,828465735383,WV5332,NNRGI3D20NLEEPR,3,49.67
2017-09-13T20:32:02,051264214752,UE1971,EVV2MLT12NPYWHH,3,50.8
2017-09-25T11:11:27,507321286140,IW7612,GT5ZLWFZ8S6EYM5,1,60.77
2017-09-06T01:33:55,649746896350,OT9102,D1P2R2MBEYHU6RG,1,55.25
2017-09-14T16:33:47,165418261087,JU0700,OOYF9V1A8C9F04A,2,37.98
2017-09-09T20:41:16,127521650320,WV5332,ZQQBAN74ELWY19Z,2,49.67
2017-09-07T19:10:17,668450371345,AD1300,DCKY0JWGFVSCPF3,1,55.54
2017-09-04T22:41:36,449154098172,VJ1108,B94GZ2FUI3I8F2G,1,50.58
2017-10-03T04:50:35,706737134784,ID8399,H9HCJ0FPH8IJFYK,2,68.25
2017-09-14T04:46:52,242268248973,LS8344,XOZ19AFL7MC0ZMH,2,37.38
2017-09-26T04:13:51,484047741527,ZG1164,DF1BU23YUI6TIZS,1,43.7
2017-10-02T01:00:10,927904992889,OQ8082,F1WZE7L7S1GB8PZ,2,48.31
2017-09-09T08:26:33,051695416075,UN1149,RLLYMM98TIQHX16,2,65.36
2017-09-26T18:03:27,604603948741,SR9110,QPCIWG3WO6MXHA4,1,64.35
2017-09-29T17:40:25,523376494880,BW7545,6QBDI8CR29Y024Q,1,67.99
2017-10-01T02:49:33,361602912137,YI9242,FWWVXQEB22KLVB5,1,64.35
2017-09-23T15:53:39,786870944789,OS5240,07TYXAN9P8NDF3Z,3,59.24
2017-09-06T19:59:13,455276411470,ZE3920,OYKVKSJWNNZHS44,2,46.05
2017-09-14T14:16:05,786870944789,JA4855,ZJ9DWGBOEYZJYNH,1,48.81
2017-09-13T03:42:50,004036977785,ST0034,N9YPZLP1KB2ZMH7,3,58.42
2017-09-28T17:57:57,299763491332,TM9520,DJDM98ZI6OE688T,2,46.9
2017-09-14T17:17:06,705564706998,FR5215,3O6LFOYC8OUGLY6,2,65.42
2017-10-02T13:21:51,341761618056,JZ1785,5N982CIN2YOWRDN,1,37.79
2017-09-16T10:26:15,350492412966,RG7891,Y6ZH01MYNHZC4MF,3,39.73
2017-09-19T10:12:14,760250796928,OS5240,ZVP8TQMZEP6UFE7,1,59.24
2017-09-19T23:22:20,358285443314,LS8344,E9I018O8TWJ7B1B,3,37.38
2017-09-13T18:09:57,629369238621,FI4075,UP75BI08WWGWYL0,3,34.52
2017-09-13T19:04:30,828465735383,ZQ7341,JQ83NU7NXY16MXJ,1,38.23
2017-09-23T13:52:50,474535593402,TB0593,P7E0BQ4GGKM824B,1,51.17
2017-10-03T12:01:02,623552334191,JK9507,0Y4IXS0DYATDF8X,3,47.9
2017-09-09T09:19:11,006179236214,FX7560,HNEI81FPPYA5W8W,2,38.58
2017-09-03T22:01:29,724648187026,XK6095,M76QZJ718XD5NQJ,2,64.76
2017-09-28T04:52:52,051264214752,BM7773,4742NJ65RFMPVUT,1,64.17
2017-09-24T10:40:55,133103024309,GH4911,3TTGDAP2EDJV5MG,3,43.28
2017-10-03T03:10:54,966878560313,HH3232,WSM3NBJ0V8RAP7S,2,68.68
2017-09-07T19:55:44,522123747911,FS5836,ROF4ZGM3RHK4PUS,2,36.31
2017-09-24T11:35:29,335054229472,EP5188,1FEKS292SFYPVWE,2,67.5
2017-09-26T04:57:50,098424547650,UT6175,WYTNPRXBJ2A3R96,1,59.33
2017-09-18T16:59:10,354026762877,OS4421,LL5935RUEMAKZ4E,1,38.18
2017-09-18T23:51:16,358285443314,JA4855,Z2GLD2LLX6RKGYX,3,48.81
2017-09-30T21:18:46,700202908699,WY7574,N1EJVJL6UF21FKR,2,53.22
2017-09-13T03:33:11,479280184241,UE1971,RN9GJREGUSUZRXT,1,50.8
2017-09-21T14:32:17,258453523277,UT6175,NQPOUQ2PMQNFHRK,2,59.33
2017-09-16T19:02:22,789739655489,GU0061,X91Y4Q13X4S67SM,2,61.82
2017-09-05T13:43:09,828463263755,OT9102,659OORCI96N8VMN,2,55.25
2017-09-05T10:29:58,030862134510,RJ0387,1OEXXWC38954EGX,2,56.77
2017-09-11T23:29:55,522123747911,LZ3771,3Q6MUIHHBBU4JAK,3,57.82
2017-09-16T02:08:41,341761618056,JJ3259,8YEFV0ZYJC2IZQM,3,44.24
2017-09-07T03:34:38,919527728162,FR5215,YHTY5HBD6BKDL3P,2,65.42
2017-09-12T07:19:31,838023440488,FX7560,165KEKBI2HLSSCQ,2,38.58
2017-09-15T07:36:59,150060337112,AI7799,QM1XE2S54ZWMEVU,1,39.69
2017-09-05T17:10:20,341761618056,GH4911,3362YBXEFJWGKQE,1,43.28
2017-09-08T15:09:51,828308957167,SY4934,NUL9VPU7XI4W0JW,2,48.69
2017-09-08T16:27:36,301281566059,AV8093,VIBTPB0H5GADOV7,1,65.86
2017-09-30T02:44:49,174534960761,GH4911,EHAH2U2TFEFBNH8,1,43.28
2017-09-11T07:01:02,465466181801,OT9102,2NFWE7MH1OCX9MI,3,55.25
2017-09-20T22:14:28,803338549502,YI9242,T1CA8DGMNJSYV9T,2,64.35
2017-09-30T08:19:45,013629647173,FS5836,ZWCC48DO3UK1WWM,2,36.31
2017-09-30T17:14:37,496698535823,NF3246,RNX66FCT5OLPT3N,1,65.6
2017-09-13T18:18:14,220456806905,GH4911,QV44LLOOPCWGNW5,2,43.28
2017-09-08T00:42:25,783429216091,NF3246,AN5OOBQCF67UPVJ,2,65.6
2017-09-05T13:51:18,725175341881,RG3031,ZI5ZI1ZDI87OSQJ,2,63.03
2017-09-14T14:09:19,226765594472,JI1594,P8IQDEPTQ4I1AWM,1,36.04
2017-09-07T21:13:18,676341273006,DP5330,54B0E1BGF8KT3J5,1,65.74
2017-10-01T02:01:55,180047125820,EW1449,S3JLUELHAHO1U8R,3,58.79
2017-09-19T15:22:29,361602912137,LZ3771,9G4VGNF5DBYOVFF,1,57.82
2017-09-11T01:16:36,616961787210,ZX7085,CK661WYL8I6C247,1,43.63
2017-09-13T07:05:53,130104202998,NF3246,9CZZJIKG9RODMEJ,3,65.6
2017-09-22T03:02:17,989444906945,ZG1164,SZW8Q816BAEYYLC,2,43.7
2017-09-09T17:13:16,449234111080,BJ6000,88RLUQ7WP72QDTE,1,50.4
2017-09-03T19:29:04,799274261847,RJ2084,GQ7NED5IP8XND34,2,33.54
2017-09-28T05:35:20,698093781421,YD3671,3RTS9OAALCWUZUL,3,51.9
2017-09-23T08:20:05,860127440177,RG3031,8B5Q5WGDPV0DU84,1,63.03
2017-09-25T00:21:49,449944556481,BJ6000,HTA76N0J2K5HQLO,2,50.4
2017-09-06T22:56:17,755038388541,FO3170,BPUTKQWRM80XWR8,2,50.64
2017-09-14T13:34:30,243592688286,RG7891,6AQQGEVA6F31A1L,3,39.73
2017-10-03T13:16:39,098424547650,BM7773,570TSRTZANG92ME,1,64.17
2017-09-16T02:24:47,923028414516,SY4934,VJW48YHD9EQQBHV,3,48.69
2017-09-13T03:35:17,831598318988,FR5215,B65837EMX8FXKIQ,3,65.42
2017-09-09T10:42:54,480152247102,OT9102,XSAHIWSAEXOM2JR,2,55.25
2017-09-23T04:46:28,133837210843,YD3671,DZTCWP24AVZRBM6,2,51.9
2017-09-08T20:26:18,564226509200,FB1079,2NVDDHA1Y50FOO1,1,67.55
2017-09-28T13:23:24,124188382381,DT8385,1NDU4AGD1ODWU4Q,2,38.56
2017-09-23T19:30:35,427141405275,OA7490,ZU1DHWVD0696YRS,3,68.62
2017-09-24T11:18:01,683587931424,VT4737,FHRU0OG3ETNTVIW,1,62.56
2017-09-10T13:33:16,457802675150,TB0593,X7TGQRC75WQGP6Q,2,51.17
2017-09-25T18:06:58,391560643348,RJ2084,JTD9ZHHACSPOIBW,2,33.54
2017-09-30T08:19:45,013629647173,ZQ7341,ZWCC48DO3UK1WWM,3,38.23
2017-09-26T15:39:14,713272302222,TJ8799,0IZPHFO9YYW0HKY,1,66.58
2017-09-06T04:38:46,927904992889,LK8126,ZLQDL0K699SQ94S,2,46.52
2017-09-05T16:48:51,789109381752,WV5332,7QIICG6SRYK76XC,2,49.67
2017-09-29T05:53:44,828308957167,GL1314,VFGBHLO9UMGF5MQ,2,60.08
2017-09-25T17:39:32,616911822509,GB5209,J9K2F7RD3WCAFT0,1,40.81
2017-09-25T08:01:18,835713573266,OS4421,5SFJLZNV3KB2QSV,3,38.18
2017-09-04T11:06:55,964788120560,UT6175,I0SB1MSIG2LPIWE,2,59.33
2017-09-21T11:36:06,180047125820,ID8399,SWYL16YP3J58TS9,2,68.25
2017-10-01T14:34:55,350492412966,LK8126,366HS67R6RQQHW4,3,46.52
2017-09-24T02:55:54,126790232054,HK5180,P826P19U336UHDQ,1,33.15
2017-09-20T00:51:50,219485051095,AI7799,CD7SJKOK3MDZRUF,2,39.69
2017-09-17T08:10:09,465466181801,WY7574,YOC5UPNMLJB2AOS,1,53.22
2017-09-29T01:53:24,755038388541,LK8126,ONS5L7GE89S30VT,1,46.52
2017-09-06T07:05:59,894123594062,JJ3259,FO4Y0XHAC922RE2,2,44.24
2017-09-12T00:29:04,649746896350,FR5215,N6G38RR4LDOBDKE,3,65.42
2017-09-04T14:40:41,860403351760,JU0700,SSX27BWYWCW2JH2,3,37.98
2017-09-28T03:06:49,705564706998,VY9109,3JGG4C2MWKB9AHR,3,48.35
